AN,CLAS,MARQ_VEH,MODEL_VEH,ANNEE_MOD,MASSE_NETTE,TYP_CARBU
2022,Automobile ou camion léger (promenade),TESLA,Y,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,Y,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2022.0,1959.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,S,2021.0,2069.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2021.0,2195.0,Électricité
2022,Automobile ou camion léger (promenade),MAZDA,MX30,2022.0,1660.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1830.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1637.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1637.0,Électricité
2022,Automobile ou camion léger (usage commercial),FORD,MUSTA,2021.0,2040.0,Électricité
2022,Automobile ou camion léger (usage commercial),FORD,F150,2022.0,2728.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,2003.0,Électricité
2022,Autobus scolaire,LION,LIONC,2023.0,11793.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),MAZDA,MX30,2022.0,1660.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1637.0,Électricité
2022,Automobile ou camion léger (promenade),KIA,SOUL,2022.0,1612.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2023.0,1897.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1673.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2022.0,2194.0,Électricité
2022,Automobile ou camion léger (promenade),MINI,COOPE,2022.0,1426.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2023.0,2115.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2023.0,2002.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1684.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),VOLKS,ID4,2021.0,2116.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (promenade),KIA,EV6,2022.0,2098.0,Électricité
2022,Automobile ou camion léger (promenade),KIA,SOUL,2023.0,1612.0,Électricité
2022,Automobile ou camion léger (promenade),MAZDA,MX30,2022.0,1604.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2022.0,1897.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2023.0,1637.0,Électricité
2022,Automobile ou camion léger (promenade),NISSA,LEAF,2023.0,1773.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1979.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,F150,2022.0,2885.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),NISSA,LEAF,2022.0,1580.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2022.0,1740.0,Électricité
2022,Automobile ou camion léger (promenade),MINI,COOPE,2023.0,1426.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2022.0,2115.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1777.0,Électricité
2022,Automobile ou camion léger (promenade),KIA,SOUL,2022.0,1612.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1707.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,2009.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2021.0,1777.0,Électricité
2022,Autobus scolaire,,,2023.0,11793.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1752.0,Électricité
2022,Automobile ou camion léger (promenade),VOLKS,ID4,2022.0,2116.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1645.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1830.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1637.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,3,2023.0,1752.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2021.0,1618.0,Électricité
2022,Automobile ou camion léger (promenade),POLES,2,2022.0,2109.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2021.0,2195.0,Électricité
2022,Automobile ou camion léger (usage commercial),FORD,TRANS,2022.0,2663.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1684.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),VOLVO,XC40,2022.0,2147.0,Électricité
2022,Automobile ou camion léger (promenade),MAZDA,MX30,2022.0,1660.0,Électricité
2022,Automobile ou camion léger (usage commercial),FORD,MUSTA,2021.0,2040.0,Électricité
2022,Automobile ou camion léger (usage commercial),VOLKS,ID4,2021.0,2116.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2022.0,1685.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1673.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2022.0,2041.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1673.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,3,2023.0,1752.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),VOLKS,ID4,2021.0,2116.0,Électricité
2022,Automobile ou camion léger (usage commercial),POLES,2,2023.0,2113.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2022.0,2115.0,Électricité
2022,Automobile ou camion léger (usage commercial),AUDI,ETRO,2021.0,1750.0,Électricité
2022,Automobile ou camion léger (promenade),VOLKS,ID4,2021.0,2116.0,Électricité
2022,Automobile ou camion léger (usage commercial),TOYOT,BZ4X,2023.0,2020.0,Électricité
2022,Automobile ou camion léger (promenade),VOLKS,ID4,2021.0,2116.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2021.0,2195.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,1752.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,1995.0,Électricité
2022,Automobile ou camion léger (promenade),KIA,EV6,2022.0,2098.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (usage commercial),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2021.0,2195.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),NISSA,LEAF,2022.0,1785.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,F150,2022.0,2728.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1673.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1673.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (promenade),MINI,COOPE,2023.0,1426.0,Électricité
2022,Automobile ou camion léger (promenade),VOLKS,ID4,2022.0,2116.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2022.0,1740.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2022.0,2115.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2022.0,2115.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1752.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2023.0,1676.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2021.0,1777.0,Électricité
2022,Automobile ou camion léger (usage commercial),POLES,2,2023.0,1994.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,2003.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),NISSA,LEAF,2023.0,1773.0,Électricité
2022,Automobile ou camion léger (usage commercial),KIA,SOUL,2021.0,1754.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,X,2023.0,2333.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2021.0,1618.0,Électricité
2022,Automobile ou camion léger (promenade),VOLKS,ID4,2021.0,2116.0,Électricité
2022,Automobile ou camion léger (promenade),KIA,SOUL,2023.0,1612.0,Électricité
2022,Automobile ou camion léger (usage commercial),SUBAR,SOLTE,2023.0,1400.0,Électricité
2022,Automobile ou camion léger (promenade),VOLKS,ID4,2021.0,2630.0,Électricité
2022,Automobile ou camion léger (promenade),VOLVO,XC40,2022.0,2147.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2023.0,1979.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),AUDI,ETRO,2021.0,2610.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2021.0,2108.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1979.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1350.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1637.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1637.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1637.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1752.0,Électricité
2022,Automobile ou camion léger (usage commercial),FORD,TRANS,2022.0,2750.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2023.0,2115.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1637.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),PORSC,TAYCA,2022.0,2465.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,X,2022.0,2462.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2021.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2022.0,2115.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (usage commercial),KIA,NIRO,2021.0,1764.0,Électricité
2022,Automobile ou camion léger (promenade),VOLKS,ID4,2022.0,2116.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,IONIQ,2022.0,2115.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,2009.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (usage commercial),FORD,F150,2022.0,2885.0,Électricité
2022,Automobile ou camion léger (promenade),GENES,GV60,2023.0,2163.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2022.0,1959.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2021.0,2263.0,Électricité
2022,Automobile ou camion léger (usage commercial),CHEVR,BOLT,2022.0,1637.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),KIA,EV6,2022.0,2520.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2021.0,2040.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1673.0,Électricité
2022,Automobile ou camion léger (usage commercial),FORD,F150,2023.0,2728.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,2009.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2021.0,2195.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2023.0,1637.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2022.0,1740.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),TOYOT,BZ4X,2023.0,1920.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2022.0,2041.0,Électricité
2022,Automobile ou camion léger (promenade),VOLVO,XC40,2022.0,2151.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1752.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,3,2023.0,1752.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1475.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,1979.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2022.0,1475.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,3,2023.0,1752.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,1842.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2022.0,1453.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,3,2023.0,1752.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2021.0,1685.0,Électricité
2022,Automobile ou camion léger (usage commercial),TESLA,MODEL,2022.0,2003.0,Électricité
2022,Automobile ou camion léger (promenade),FORD,MUSTA,2022.0,2194.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,3,2023.0,1752.0,Électricité
2022,"Véhicule tout-terrain (motoquad, autoquad, etc.)",POLAR,RANGE,2021.0,799.0,Électricité
2022,Automobile ou camion léger (usage commercial),FORD,F150,2022.0,2885.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2023.0,1478.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,1752.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2022.0,2009.0,Électricité
2022,Automobile ou camion léger (promenade),CHEVR,BOLT,2022.0,1715.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2022.0,1740.0,Électricité
2022,Automobile ou camion léger (promenade),TESLA,MODEL,2021.0,1640.0,Électricité
2022,Automobile ou camion léger (promenade),HYUND,KONA,2023.0,1685.0,Électricité
